description,country,variety
This straddles the fence between vegetal and citrusy with both sides appearing on the nose. In the mouth this is high-toned and piercing with laser-beam acidity pushing passion fruit grapefruit green herb and melony flavors. On the finish a wave of mild green settles in while the feel is actually a touch creamy. Drink now.,Chile,Sauvignon Blanc
Aromas of berry and cassis come with a shot of raw oak. This is grabby and puts on the clamps but spicy peppery flavors of olive berry and oak are very good in front of a hard moderately tannic finish.,Chile,Cabernet Sauvignon
Tea spice and modest berry aromas make for a reticent nose. This feels jammy and spongey while medicinal herbal berry and oak flavors veer towards minty green and resin on the finish.,Chile,Carmenère
Clean fruit-forward aromas of pear and tropical fruits introduce a smooth slightly creamy palate with good acidic cut. Citrusy flavors of orange and lime dominate while the finish is lasting and fresh.,Chile,Chardonnay
Slightly floral aromas are yeasty and show a note of vanilla. In the mouth however this is tight and lemony. Flavors of lime and green apple are snappy while this SB from southerly Bío Bío ends with minerality and crispness.,Chile,Sauvignon Blanc
This is a jammy Syrah with earthy saucy black-fruit scents and a sense of reduction. Round and smooth for the most part this registers as soft in feel. Flavors of blackened spice blackberry and chocolate finish with coffee and mocha notes while moderate acidity means the finish is short.,Chile,Syrah
Creamy apple aromas stand out on an otherwise neutral nose. This is plump but fairly balanced with melon apple and light herbaceous flavors.,Chile,Chardonnay
Mild citrus and tropical aromas are pleasant. The mouthfeel on this Central Valley SB is pulpy and full with only moderate acidity while flavors of melon papaya and cucumber finish quietly.,Chile,Sauvignon Blanc
Black-cherry aromas are dark and candied with a slight chemical note. This feels choppy with pounding acidity. Short grapy flavors finish dense and clunky with acidic tang and ultimately some bitterness.,Chile,Malbec
At first this Merlot-led blend is heavily charred and toasty on nose but with time baked berry aromas rise up. A full palate features a lactic note offset by jagged acidity while toasty herbal flavors include berry mint and wood resin. This is Merlot Shiraz Tempranillo and Viognier.,Chile,Red Blend
Barrel notes and outright wood resin are the aromas that dominate. In the mouth it's a blend of sharp acidity citrus zest and cidery astringency. Woody flavors match the bouquet while an apple note pops up late. On the finish this tastes wheaty and woody.,Chile,Chardonnay
There's a stalky corny element to the nose which otherwise shows peach and apple aromas. The palate is citrusy and hits with punchy acidity. Flavors of white fruits include honeydew. The finish is citrusy but lacks complexity.,Chile,Chardonnay
Dusty aromas of orange blossom and rind are snappy. So is the palate which is citrusy and skids along on a tight beam of acidity. Apple and melon flavors are green in nature while lime and green-apple flavors dominate a pointy finish.,Chile,Chardonnay
Herbal wiry red-fruit aromas kick this off followed by a spunky jumpy palate. Flavors of plum raspberry and tomato are saucy and herbal while the finish is good with modest acidity keeping the wine stable and balanced.,Chile,Carmenère
A stalky almost weedy nose offers burnt aromas of red fruits and oak. This feels tannic and crisp while flavors of roasted berry fruits are earthy. The finish feels right but tastes herbal and saucy. This is 60% Cabernet Sauvignon 40% Malbec and 10% Cab Franc.,Chile,Red Blend
Smoky stalky plum cherry and tea aromas set up a dry full-sized palate with herbal raspberry flavors touched up by briny salt and woody pepper notes. A racy salty finish reflects cool-climate origins.,Chile,Pinot Noir
Aromas of tobacco cherry brown sugar and cassis are ripe and well oaked. In the mouth this Cabernet-led blend is tight and mildly astringent with pulling tannins. Toasty blackberry flavors are more boxed in than expansive while this is hard and rattling on the finish but still excellent as a whole. Drink through 2022.,Chile,Bordeaux-style Red Blend
Earthy aromas of a leather scratchy plum and a dusty country road lead to a tight feeling rubbery palate with flavors of herbs baked plum and cassis. This is more fruity and ripe than leafy and spicy—overall it's perfectly enjoyable.,Chile,Cabernet Franc
A nose of creamy pear and apple aromas carries a citric edge while citrus leads the palate with vanilla and resin in support. The feel is round and medium-bodied with modest oak making itself noticed on the palate and finish. In the end there's more wood than pure fruit. Better than acceptable but that's as far as it goes.,Chile,Chardonnay
Slightly heavy and saucy with a bit of cooked fruit and lemony oak to the nose. But it's not over-the-top baked or overoaked so there's still some black-fruit quality to mine as well as decent chocolate and mocha on the finish. Hardly elegant but by the same token it's not wanting for gusto.,Chile,Cabernet Sauvignon
Firm and crusty Syrah with aromas of bacon char shoe polish and black fruit. It's angular on the palate with a tight lean mouthfeel along with lemony fruit and a broad brush of resin. And that's the way it finishes too. Woody for a wine in this price range.,Chile,Syrah
Smells almost as much like a pizza as wine with its herbal notes of basil fresh tomato and pepper. Along with those saucy aromas come berry and plum fruit; but again any fruit on the nose or palate is mixed with a strong dose of herbal essence. Soft and chewy in terms of feel. Standard Chilean Merlot.,Chile,Merlot
Clean but basic in its approach. The nose has dusty apricot and melon aromas while the palate deals nectarine citrus and peach flavors. That it's fresh wet and easy on the tongue is probably the best thing it has going for it. Won't last a whole lot longer; drink now.,Chile,Chardonnay
Generic black fruit aromas are accompanied by mocha heat and lemony oak. Feels tannic and choppy with herbal berry fruit flavors. Lively but pointed and jagged on the finish.,Chile,Cabernet Sauvignon
Old-style Carmenère with green bean mocha and muddy berry aromas. Tight and more acidic than expected with generic red berry chocolate and mocha flavors along with a palpable wave of green. Finishes quick and crisp.,Chile,Carmenère
Herbal and savory smelling up front this cool-vintage Cabernet also shows plum berry and mild green aromas. A tight tannic palate offers flavors of herbal plum and cherry while the finish is choppy drawing and tannic with herbal leftovers.,Chile,Cabernet Sauvignon
Rooty minty aromas of blackberry and boysenberry are heavy on the nose. This feels blocky and full-bodied with loamy jammy black-fruit flavors that show a typical varietal greeness. A finish with herbal tomatoey flavors includes a dusting of chocolate.,Chile,Carmenère
Compact aromas of berry fruits are more basic than complex. This has a choppy edgy grating mouthfeel to go with prune and stewed-berry flavors. A loamy overripe tasting finish struggles to display a sense of freshness.,Chile,Syrah
Pungent feline aromas of nettle and passion fruit are sharp and uric. This feels narrow and angular with racy acidity. Flavors of passion fruit grapefruit bell pepper and cactus pad finish with pink-grapefruit sharpness and pithy bitterness.,Chile,Sauvignon Blanc
A bit lemony and tight to start with; aromas of roasted berry coffee shoe polish and tar are hard and dark. In the mouth it's fresh and tannic with forward flavors of black fruit herbs dark chocolate and toast. Shows some heat and burn on the finish but it's a concentrated full-force wine.,Chile,Syrah
Dark and toasty with ripe cherry and berry aromas offset by herbal shadings and an aroma of earthy wet clay. Feels fresh and ready with a standard blend of sweet berry flavors oak spice and herbs. Turns toastier and slightly bitter on the finish.,Chile,Cabernet Sauvignon
Dark up front with aromas of charcoal and crusty black fruits. Feels full but creamy with black fruit flavors and oak-driven accents of butter and mocha. Warm and full with licorice and dark berry flavors accenting a healthy feeling finish. Good Syrah for everyday drinking.,Chile,Syrah
Classic Carmenère aromas of oregano basil and tomato vie with ripe plum and spice to create an herbal-leaning but honest bouquet. Feels good with balance and lift to flavors of berry olive tobacco and herbs. Mild and short on the finish but nice for $10.,Chile,Carmenère
Nice yet quiet on the opening with lime apple and minerally aromas. Feels tangy maybe a touch sharp and pointed with standard Casablanca flavors of lime bell pepper and green apple. Short and tangy on the finish with washing acidity.,Chile,Sauvignon Blanc
Wiry plum and green-tobacco aromas transition to red-fruit scents as this breathes. A fresh forward palate is medium in body while a mix of spice green herb olive plum and berry notes comprise the flavor package. A tight juicy palate maintains the wine's core flavors.,Chile,Cabernet Sauvignon
A stacked nose includes aromas of tomato herbs cocoa molasses and berry fruits. The saturated palate announces that this is a big one while spicy flavors of plum and berry fruits are slightly herbal on a finish with excellent feel and flow. Drink this blend of Cabernet Franc Cabernet Sauvignon and Carmenère through 2021.,Chile,Red Blend
Definitely shows its Leyda roots via citric oceanic aromas and flavors of crisp celery bell pepper grapefruit and mango. It's a bit softer on the palate than some coastal SBs out of Chile but it's still full of verve and clarity. A very good wine that shows the Leyda style with Sauvignon Blanc.,Chile,Sauvignon Blanc
Younger is better when it comes to 1865 SB. Tasted alongside the older 2007 this wine is brighter more focused more balanced and ultimately more fun and flavorful to drink. It is direct and clean with passion fruit green pepper and freshness on the nose. The palate shows green fruitbell pepper and grapefruit and the finish is intense.,Chile,Sauvignon Blanc
Leathery herbal aromas of black fruits horsehide and murky earth lead to a medium-bodied palate with wiry acidity. Saucy herbal tomato and plum flavors are typical of the variety while the finish maintains the wine's true-to-form flavors.,Chile,Carmenère
Stalky herbal aromas of leather olive asphalt and berry fruits come in front of a clampy but fresh palate with hard tannins. Briny herbal black-plum flavors fit the common profile for Carmenère while this is slightly astringent on the finish.,Chile,Carmenère
Mild but authentic Pinot aromas of saucy berry tomato and spice set up a fresh palate with plum cherry and peppery flavors. A spicy dry finish holds form but never rises to a level of complexity.,Chile,Pinot Noir
This dark-colored Merlot offers reduced berry chocolate and herbal aromas. In the mouth it's displaying rubbery tannins. Dried berry and oak-based flavors of spice and wood grain finish with hints of clove on a finish that could use more harmony and depth.,Chile,Merlot
Leafy aromas of field brush accent cassis plum and oak-based clove scents. This feels obtuse and on the heavy side. Generic black-fruit flavors include a hint of raisin while this Carmenère also tastes spicy and peppery. Baked berry flavors lead a chunky finish.,Chile,Carmenère
Stocky yet comported up front this dark-colored Carmenère pumps out blackberry aromas along with notes of dried herbs and desert brush. A full but balanced palate deals toasty blackened plum and spice flavors in front of a finish with ample oak and baking-spice notes.,Chile,Carmenère
Dark fruity aromas of black cherry currant and plum signal ripeness which is confirmed on a fleshy rubbery palate with good acidity. Flavors of black plum are a bit salty and sour while a cocoa note on the back palate sweetens things up. A plump grabby pushy finish is anything but weak. Drink through 2019.,Chile,Cinsault
Aromas of graphite black fruit and herb mark this powerful forward extracted Syrah. The palate drills away with tannins and fruit while the flavors run toward blackberry herb and earthy spice. Dark and dense on the finish with licorice and pepper flavors this is ready to drink now–2014.,Chile,Syrah
With nonaggressive lightly oaked aromas of raspberry tea and spice this bargain-priced Pinot gets off to a nice start. The palate is bright and has good flow while flavors of tomato red plum raspberry and saline are full but reserved.,Chile,Pinot Noir
Chunky black-fruit aromas come with strong notes of coconut chocolate and cedar. Feels fresh zesty and voluminous with sweet oak coconut mocha and herbal flavors to go with standard berry and cassis. Long and mildly herbal tasting on the finish.,Chile,Cabernet Sauvignon
Nice for a warmer-climate Chardonnay with toast white fruit cinnamon and baked notes to the bouquet. Feels healthy and round with fleshy peach apple and spice flavors. Falls off a touch on the finish but overall it runs smoothly.,Chile,Chardonnay
Aromas of cola blackberry cherry and mild herbs are cool and collected. Feels good chunky and round with plum raspberry and more than enough herbal essence in the backdrop. Finishes herbal spicy and peppery which is textbook for this variety.,Chile,Carmenère
Dense and a bit green on the nose with oak-based aromas of coffee to go with graphite and blackberry. Feels thick creamy and resiny with oak-led flavors of coconut chocolate vanilla and herbs along with black fruit. Finishes minty with tobacco notes and heat.,Chile,Carmenère
Earth olive and ample berry aromas vie with herbal scents to create a textbook Maipo Valley bouquet. The palate is packed and full with olive sweet oak herb and cassis flavors. Finishes long but herbal tasting with lasting flavors of olive and tobacco.,Chile,Cabernet Sauvignon
A pungent feline nose includes scents of melon passion fruit and white grapefruit. Chunky and round on the palate this has acidic cut to it while flavors of tangerine grapefruit and mango are workmanlike.,Chile,Sauvignon Blanc
Fresh tomato plum herb and spice aromas are authentic. A medium bodied palate is lifted and elegant. Flavors of woody spice light herb raspberry and red plum finish racy with hints of cocoa and white pepper. Among Chilean Pinot Noirs this is at the top of its field.,Chile,Pinot Noir
This is dark in color with full plum berry leather and mild chocolate aromas. Tobiano delivers a medium-to-full body with ample stuffing and flavors of dark plum oak and spice. This shows a smooth finish controlled oak and good body weight. Drink now–2015.,Chile,Pinot Noir
This is quite solid with creamy oak herb spice and leather aromas. It's grabby and round on the palate which is generous in its herbal-yet-floral plum and berry flavors. A fair amount of chocolaty oak and spice cover the long chewy finish. Drink now–2016.,Chile,Syrah
Your first take on this heavily oaked natural-yeast Chard is that it's a three-alarm smoke alert. Few if any Chilean Chardonnays are this overtly oaky. But the wood is of high quality and the more time you give it the more you find apple citrus and spice. Yes it's still resiny. But the balance and natural character of the wine are very good. Best if you like a New World style with plenty of barrel character.,Chile,Chardonnay
A big wine with a nose defined by crushed coal and perfumed black fruit. The palate is plush and ripe but also lively and pleasant. Tastewise this is generous and defined by good berry chocolate and herb flavors. Finishes with carob and cinnamon. Laudable New World Syrah a k a Shiraz.,Chile,Shiraz
Raspberry tomato leaf and a spot of rhubarb give the nose a crisp outlook. The palate is zesty and linear with herbal strawberry and raspberry flavors kissed by oak-based mocha. Creamy on the finish with spice more than residual fruit. A nice ride and solid for Carmenère. Imported by Republic National Distributors.,Chile,Carmenère
No shortage of oak is apparent from the get-go. The nose is woody plump sweet and soft while the palate is balanced and creamy with apple spice and melony flavors. Definitely a big buxom wine with plenty of vanilla and resin on the finish. Generous in a purely New World style.,Chile,Chardonnay
A friendly wine with aromatic hints of cassis coconut and chocolate. This wine reflects its northern locale with popping raspberry and plum flavors. On the other hand there is also plenty of wood thrown at it so expect loads of brown sugar spice and peppery resin. One of Tamaya's best wines to date. Imported by Ecovalley Quality Wine Group and National Refrescos Import Company LLC.,Chile,Syrah
Whether you call the winery Haras or Haras de Pirque this Character Cabernet is the real deal. It's earthy and round with almond moss blueberry and boysenberry on the well-oaked bouquet. Comes across juicy and ripe with layered plum blackberry and black olive flavors. Smooth on the finish with a dark mildly herbal salutation.,Chile,Cabernet Sauvignon
Blackberry and raspberry aromas are spicy but mostly focus on good fruit character. This wine is evenly balanced with firm tannins and bright acidity. Spicy chocolaty flavors of black fruits finish with a not-too-forceful dash of brown sugar. Drink through 2024.,Chile,Cabernet Sauvignon
Soupy rustic aromas of tomato and herbs feed into a scratchy palate with juicy borderline raw acidity. Flavors of baked plum peppercorn and brown sugar finish herbal and spicy.,Chile,Carignan
Plenty of oak is manifested on the nose as mocha coffee and vanilla but there's also prune herbs tobacco and spearmint in this blend of 65% Syrah and 35% Cabernet Sauvignon. Shows big cassis blackberry and bitter chocolate flavors on a tight almost narrow palate. Finishes with tannic grip and blast of espresso.,Chile,Syrah-Cabernet
Vanilla and leesy aromas create a reticent bouquet. This feels plump chunky and oily at first but more cut and precise with time. Green apple canned green bean and bell pepper flavors turn more spicy and in the direction of jalapeño on the finish.,Chile,Sauvignon Blanc
Meaty herbal aromas are savory and suggest baked black fruits. The palate is short in the middle and scratchy but lively as far as Cabernet goes. Herbal red plum cassis and mint flavors lead to a finish with good feel and flow.,Chile,Cabernet Sauvignon
Mild pungency with an oily edge describes the bouquet. It's lemony and slick in the mouth with green papaya and lemon flavors. Dry and crisp on the back end with white pepper notes and sharp lasting acidity.,Chile,Sauvignon Blanc
Shows an aggressive roasted set of aromas that feature leather meat olive and char. The palate is full and thick with chewy flat tannins and then herbal flavors that mute the wine's black fruit content. A good midlevel wine that delivers within its price range.,Chile,Merlot
Powdery on the nose with aromas of sweet pear and lime. The palate is round and melony indicating a warmer origin. Tastes a lot like basic Pinot Grigio; peach and green melon are the lead flavors. Finishes solid but soft with lasting sweetness.,Chile,Sauvignon Blanc
Opens slightly muddled and murky but then it spreads out toward earthy and mossy. The palate has a lean dry feel along with simple berry and plum flavors. Finishes with a spicy aftertaste and it improves with time in the glass.,Chile,Pinot Noir
Apple melon saline and buttered popcorn aromas set up a lively palate with snappy acidity. Apple and melon flavors turn a bit stalky and bitter on the finish.,Chile,Chardonnay
Straightforward plum and currant aromas are lightly spiced. This is medium in body with herbal and slightly bitter plum flavors that finish medicinal.,Chile,Carmenère
Aromas of bath soap and apple come in front of a creamy round oily palate. Honeydew date and vanilla flavors make for a ripe set of flavors while toast and caramel notes come up on the finish.,Chile,Chardonnay
Metallic stalky aromas open this big but shallow Pinot. Candied plum and raspberry flavors are herbal and heavy. On the finish stalky berry fruit herbal hints and animal notes are part of the package.,Chile,Pinot Noir
The nose is light and attractive with peach and floral accents. The mouth is perfectly smooth with apple melon and a hint of flint or steel. On the finish some cinnamon spice adds character to the baked-apple flavors. With no flaws this is the epitome of affordable drinkable Chardonnay. Best Buy.,Chile,Chardonnay
The nose is big and forward a statement of modernity for this French-owned Chilean winery. Once you get to the wine itself it's a bit boxed in and young but with plenty of berry and cherry fruit. The finish is big and expansive an indication that the wine should age nicely for at least four or five years. A good wine for fans of Chile's reds.,Chile,Cabernet Sauvignon
Quite condensed and woody with brier and sawdust aromas and some vivacious berry fruit. The palate is deep and pure with cherry and cassis along with hints of coffee and earth. Yes it's a bit hard due to firm tannins but it's also a complete wine with a long overt finish. Best Buy.,Chile,Cabernet Sauvignon
You don't hear much about Cab Franc from Chile but this is one that is worth seeking out. The aromas are spicy and attractive even if there's some lemony oak masking the fruit. In the mouth raspberry red cherry and red apple run the show and then comes a fresh lithe balanced finish. Everything is generally in place here including some bright refreshing acidity. Only the heavy oak dulls it down a touch. Best Buy.,Chile,Cabernet Franc
Named after the matriarch of the De Martino family this is a tropical-influenced wine with full banana papaya and melon flavors atop lighter-weight aromas. The finish is equally tropical in style with creamy oak mixing with ripe banana to create a sundae-like whole. The palate is chewy and satisfying as the wine tips the scale toward full bodied. Best Buy.,Chile,Chardonnay
Very fragrant with aromas of violets charred meat and ample black fruit. The flavor profile is uncommon but appealing surely a result of the blend which is Cabernet Sauvignon along with Carmenère and Petit Verdot. On the finish you get a hint of charcoal in addition to espresso. If it were deeper and more complex it could potentially be a great wine.,Chile,Cabernet Blend
At first take the aromas are of barbecued meats beets and earth; later some lemony oak emerges. The fruit here is nice: It's a clean mix of cassis and cherry with toasty oak-based undercurrents. Very solid and sturdy and a bit charred at the edges. Try it for a positive look into modern Carmenère.,Chile,Carmenère
Consistency is always a virtue and once again this wine is creamy fully oaked and more European in style than most Chilean Chardonnays. The nose is like popcorn with apple and peach in the background. Flavors of banana coconut melon and apple carry the rich palate while the finish is smooth and oaky. This is very good Chardonnay even if it lacks the extra elements required of a great wine. Drink now for its freshness.,Chile,Chardonnay
From the Apalta Vineyard in Colchagua this robust fruity Merlot is rich and sweet and offers a fine mesh of blueberry and black raspberry fruit. The wine is warm and friendly and overall it's quite easy to drink. The structure is there and so is the flavor and foundation. And it improves with airing always a good sign of quality.,Chile,Merlot
If you love overt oak then add a couple of points to this plump modern Chard that runs over with the aromas flavors and textures that stem from new-oak barrels. The bouquet is mostly popcorn atop apple and pear while the flavor profile is ripe apple and banana. The finish is soft and creamy with flavors of lemon and fresh-cut wood. Fine acidity and balance work in its favor.,Chile,Chardonnay
This is a new wine from one of Chile's most consistent producers and it's quite the saturated bruiser. The color is deep purple while the nose is raw and heavy with deep fruit and plenty of bacon-like character. The mouth is like blackberry pie while the feel is full and tannic although not at all offensive or tough. The finish is dark brooding and just a little bitter. An interesting new entry to Chile's roster and one that's very well oaked.,Chile,Syrah
Dusty sweet dark-fruited and properly herbal this is a Cabernet that very much fits the Chilean blueprint of what the variety should smell and taste like. Creamy and full with bold berry herb and vanilla flavors and then with a lush dense finish. Drink now through 2012.,Chile,Cabernet Sauvignon
Hard rubbery blackberry and black-currant flavors are herbal but settle with airing. This feels round fresh and fair. Flavors of spiced plum blackberry carob and generic spices finish dark and foresty with good overall balance.,Chile,Carmenère
This opens with a blast of bell pepper and leafy berry aromas. The palate is juicy but scratchy while flavors of plum raspberry and herbs finish tart with no evolution.,Chile,Merlot
Chardonnay from a hot valley in a hot vintage equals something like this. Orange peel and oak aromas a pulpy palate and warm flavors of orange and grapefruit.,Chile,Chardonnay
Usually Natura is better than this; this hot-vintage wine shows animal notes spice and jumpy plum and cherry aromas. It's edgy and raw in feel with hollow green-leaning flavors and minty oak. An echo of green rattles across the finish.,Chile,Cabernet Sauvignon
Plum and cherry aromas are generic in nature. This feels jammy and candied while heavy berry fruit and oak flavors combine to keep things basic and muddled.,Chile,Carmenère
This coastal Syrah smells reduced and funky with notes of juniper blueberry and green herbs. A jammy saturated palate is more flat and dull than ideal while flavors of stewed herbal blue fruits and carob finish minty and green.,Chile,Syrah
Herbal aromas a chunky palate and herbal cherry and plum flavors finish earthy and with a raisiny element. This is sort of amorphous and mealy on the palate.,Chile,Pinot Noir
This smells pretty good: cherry and plum aromas with mild oak are solid. The palate however is hard and has a plastic-like feel. Flavors of plum and berry finish bitter like espresso.,Chile,Syrah
Raw leafy aromas announce a hard astringent wine with green herbal flavors of juniper and raspberry. A rubbery finish confirms that this is base level and acceptable in the scheme of things.,Chile,Carmenère
This is opaque in color with oaky balsamic aromas of black fruits mint and vanilla. In the mouth this is muscular with full and somewhat rough tannins. Toasty roasted blackberry flavors are peppery minty and fully spiced while on the finish this is packing all sorts of power and oak. Drink through 2021.,Chile,Syrah
Plump but wholly generic with semisweet aromas that are neither here nor there. The palate is round with adequate to good mouthfeel. And the flavors of citrus are solid but kind of pithy and bitter. A full chunky wine with virtues as well as some flaws. Drink right away for best results.,Chile,Sauvignon Blanc
Generic in every way but commendable for its freshness green-fruit aromas and body. This wine offers nothing more than mid-level fruit flavors but it's flush and nice enough on the palate. Some bitterness to the finish re-emphasizes its basic quality.,Chile,Sauvignon Blanc
A heavier more vegetal style of Sauvignon Blanc with aromas of alfalfa and peas. It's a struggle to find much ripe fruit in this wine and instead it rests on flavors of melon canned peas and bell pepper. A bit soft in texture as well.,Chile,Sauvignon Blanc
Murky earthy aromas mark the nose—a blend of tomato herb and meat notes. It feels good with herbal-berry flavors and grapy thickness. It finishes with a flash of acidity a note of coconutty oak and a final herbal blast.,Chile,Carmenère
Standard berry plum and herb aromas set up a gummy-feeling palate with a berry flavor and a hint of fine herbs. It shows texture and a black olive flavor on the finish.,Chile,Carmenère
Herbal and raspy on the nose with feral notes and briary red-berry scents. It's juicy and wild feeling with briny herbal plum and raspberry flavors. It finishes with a zap of blazing acidity.,Chile,Red Blend
On the nose there are cider oak and baked corn notes. The palate is full of oak and resin flavors that prevent the fruit from emerging immediately. It tastes of hickory apple and melon on the palate and finish.,Chile,Chardonnay
Although it's not very aromatic the nose on this wine is easygoing with mild peach and apple aromas. It feels fresh and medium bodied with apple peach and melony flavors the latter perhaps due to the blend's 14% white Carmenère. It shows mellow oak notes and latent acidity on the finish.,Chile,Chardonnay
After a leathery start aromas of plum berry and spice enter the picture. It feels clampy with an aggressive tannic bite. The flavors are more briny and herbal than ideal with a leather hint in addition to plum and wild berry notes. It's hard and minty tasting on the finish.,Chile,Red Blend
The nose is vibrant and a bit feral with aromas of red plum cherry red currant and herb. It feels lively with raspberry cherry and herbal plum flavors. The finish is juicy.,Chile,Cabernet Sauvignon
The bouquet here is crisp dry and minerally with a petrol scent. In the mouth it feels snappy cutting and citrusy with orange and peach flavors. This is fruity and solid with juicy acidity and a citrus-dominant character. Made using grapes from old vines planted in the 1950s.,Chile,Riesling
A full spectrum of Chilean SB aromas are present from grass to citrus to tropical fruits to vegetal notes. This feels fresh but more or less regular. Flavors of green fruits come with grassy interjections while the finish is good and clean.,Chile,Sauvignon Blanc
Overtly fruity and fresh aromas of boysenberry and cassis set up a juicy racy linear feeling palate with slightly shrill acid-driven flavors of red currant plum and cherry. This wine isn't much about complexity or nuance; it mostly conveys persistent fruit character and forwardness.,Chile,Carignan
Spicy briary cassis and wild berry aromas come with notes of mountain herbs. As per usual Casa Real 2013 is in great shape; the palate is lush and cushioned but stern and balanced. Spicy cassis plum and oaky flavors finish with a mix of wood spice and dried-fruit notes. Drink through 2026.,Chile,Cabernet Sauvignon
A touch neutral on the nose but overall this is a nice minerally grassy SB with lots of green apple and freshness. The palate offers depth and clarity and the flavors of green fruits are good. Falls off on the finish which seems flat compared to the rest of the wine.,Chile,Sauvignon Blanc
Clean saline-driven aromas of apple and minerals filter into a round plump fresh palate. This tastes of lime green apple and green herbs while a cucumber note comes up on a juicy tangy finish.,Chile,Sauvignon Blanc
Rubbery berry tea cool mint herb and savory aromas amount to something a bit funky. This Syrah feels chewy and tannic. Herbal savory soupy flavors finish with an infusion of tea-like influences on closing plum and berry fruit notes.,Chile,Syrah
A maderized gold color and oxidized aromas are not inviting. This feel heavy and clunky with oily nutty tasting white-fruit flavors. An almondy bitterness drives the finish.,Chile,Chardonnay
The nose on this SB is pure grass bell pepper and hay. The palate is citric on one hand but still flat and wayward in feel with globular green-fruit flavors and a bitter tasting finish.,Chile,Sauvignon Blanc
A shimmering purple color is the greeting on this strange-smelling blend of Cabernet and Carmenère. The palate is weak in feel while flavors of oaky blueberry are weird and seem manipulated.,Chile,Cabernet Sauvignon-Carmenère
Vanilla cookies and sulfuric match stick are about all you can draw from the bouquet. This is flat in feel with candied flabby flavors of green fruits. The finish is bland.,Chile,Sauvignon Blanc
This reedy smelling jammy boxed wine is on the cusp of acceptability. It's gooey in feel a bit fake and sugary in flavor and sticky on the finish.,Chile,Cabernet Sauvignon
Dark rubbery aromas yield to black cherry and spice while the full-bodied palate has both sweet flavors of blackberry and cola but also some acid tartness and pie cherry character. Drying solid and full of red plum and berry fruit.,Chile,Syrah
Sweeter and more medicinal than Morandé's basic Pionero Cab but more or less on the same quality level. The mouthfeel is solid with slightly rough tannins while the flavor profile revolves around medicinal cherry and cassis. Finishes similarly.,Chile,Cabernet Sauvignon
This leafy Bordeaux-style Merlot is applealing for its moderate approach and emphasis on herbs and spice over oak and extraction. The wine is smooth and and round with berry cassis and herbal offsets. Classic Merlot from Chile with just enough oak and fruit to rank as modern.,Chile,Merlot
Hard spice fresh-cut oak and dark berry aromas make for a serious stout bouquet. This is bright and lively in the mouth with mouthfilling tannins and flavors of boysenberry and vanilla. A quick slightly hot finish is aggressive but sturdy.,Chile,Carignan
Cherry strawberry and light candied aromas are good but basic. This feels full and creamy with oak dry spice cinnamon and earthy red-berry flavors. Spice notes and a flat chunky feel define the finish.,Chile,Pinot Noir
Powdery sweet aromas of peach and melon are tropical and suggest botrytis. The palate is smooth juicy and fresh with weight and flavors of orange peach and mango. A honeyed creamy finish with good acidity is a nice ending.,Chile,Muscatel
This is deep and dense smelling with bold black-fruit aromas combined with cookie dough and sweet oak scents. The mouthfeel is driven by hard drying tannins while flavors of herbal berry roasted plum animal and savory spices end in a peppery sauvage type of finish. For a big aggressive scratchy wine this is more than solid.,Chile,Syrah
This blend of six grapes is led by Cabernet Sauvignon. On the bouquet it's dry and dusty with tobacco cherry and a hint of raisin. The palate feels a touch baked and/or cooked while reedy minty lightly herbal flavors are offset by cassis and berry. Mild astringency defines the finish.,Chile,Red Blend
For an aged value-priced Cabernet this is steps ahead of the competition. The nose on this ready-to-go wine is earthy and deep with cherry and raisin notes. The palate is rich solidly built and full of cherry cassis and tobacco flavors. On the finish it's compact and sturdy with herbal berry flavors.,Chile,Cabernet Sauvignon
Aromas of corn white pepper vanilla and apple cider feed into a linear stony palate with modest depth. Flavorwise this is minerally but bland with dry distant nectarine apple and melon notes. A juicy finish is tight and minerally but shy on flavor.,Chile,Chardonnay
Extremely ripe aromas of prune and pencil eraser are funky as per usual for this Elqui Syrah but more sweet and generous than in past vintages. This feels quite heavy almost oversaturated. Ultraripe blackberry and cassis flavors finish thick and gooey.,Chile,Syrah
A nose with diverse aromas of herbal berry grilled meat carob and compost doesn't exhibit clean fruit scents. A grabby palate with rugged tannins hosts hard-edged flavors of plum and leafy berry that dry out on a slightly murky funky-tasting finish.,Chile,Malbec
A jumbled mix of aromas includes notes of rubber berry fruits plum grass fennel and oak. In the mouth this is full and blocky. Rubbery flavors of plum and berry finish salty savory and spicy with unintegrated oak that stands out.,Chile,Pinot Noir
A toasty but green-smelling bouquet mixes scents of grass with charred oak and berry fruits. A creamy lactic palate deals flavors of green herbs mint and milk chocolate all of which carry over to a minty finish.,Chile,Carmenère
Light lucid and exactly what we're looking for from Chile. This organic wine has pure varietal aromas of nettles tarragon and citrus which are followed by flavors of green fruits scallion and pepper. It's super zesty and spritzy with a cleansing finish. About as true as they come in this price range.,Chile,Sauvignon Blanc
Funky at first with barnyard aromas giving way to roasted fruit olive and rubber aromas. Chunky in the mouth with leafy roasted flavors that follow the nose. Finishes herbal toasted and spiced with adequate freshness.,Chile,Pinot Noir
A little funky and pickled on the nose with vanilla and oak aromas. The palate has an average feel and tangy acidity to push citrus green banana and vanilla flavors. About as regular as Chardonnay gets.,Chile,Chardonnay
